id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
KOGD183,KOGD,2020-07-01 00:00:00,2020.5000000,183,-1356671.06593,6098368.04629,1280387.73201,47,886290.0789,1291158.4250,11.658062987009,102.542041254949,35.9808,55.8206
KOGD186,KOGD,2020-07-04 00:00:00,2020.5081967,186,-1356671.06561,6098368.05308,1280387.72878,47,886290.0772,1291158.4205,11.658062946401,102.542041238593,35.9865,55.8264
KOGD187,KOGD,2020-07-05 00:00:00,2020.5109290,187,-1356671.06538,6098368.04164,1280387.73113,47,886290.0794,1291158.4251,11.658062987687,102.542041259263,35.9760,55.8158
KOGD188,KOGD,2020-07-06 00:00:00,2020.5136612,188,-1356671.06346,6098368.03482,1280387.72734,47,886290.0790,1291158.4228,11.658062967112,102.542041255740,35.9683,55.8082
KOGD189,KOGD,2020-07-07 00:00:00,2020.5163934,189,-1356671.06123,6098368.04685,1280387.72451,47,886290.0743,1291158.4177,11.658062921437,102.542041211791,35.9788,55.8186
KOGD190,KOGD,2020-07-08 00:00:00,2020.5191257,190,-1356671.06606,6098368.04697,1280387.72717,47,886290.0790,1291158.4201,11.658062942856,102.542041254798,35.9805,55.8203
KOGD191,KOGD,2020-07-09 00:00:00,2020.5218579,191,-1356671.06354,6098368.05332,1280387.72580,47,886290.0751,1291158.4176,11.658062920410,102.542041219574,35.9857,55.8255
KOGD192,KOGD,2020-07-10 00:00:00,2020.5245902,192,-1356671.06445,6098368.03212,1280387.72403,47,886290.0806,1291158.4201,11.658062942203,102.542041269919,35.9653,55.8051
KOGD193,KOGD,2020-07-11 00:00:00,2020.5273224,193,-1356671.06884,6098368.05299,1280387.72752,47,886290.0804,1291158.4192,11.658062934126,102.542041267719,35.9869,55.8267
KOGD194,KOGD,2020-07-12 00:00:00,2020.5300546,194,-1356671.06729,6098368.04603,1280387.72908,47,886290.0803,1291158.4222,11.658062960980,102.542041267693,35.9802,55.8200
KOGD195,KOGD,2020-07-13 00:00:00,2020.5327869,195,-1356671.07047,6098368.05980,1280387.72860,47,886290.0805,1291158.4188,11.658062930925,102.542041268684,35.9940,55.8338
KOGD196,KOGD,2020-07-14 00:00:00,2020.5355191,196,-1356671.06700,6098368.05473,1280387.73072,47,886290.0782,1291158.4220,11.658062960081,102.542041247748,35.9888,55.8286
KOGD197,KOGD,2020-07-15 00:00:00,2020.5382514,197,-1356671.06653,6098368.05077,1280387.72898,47,886290.0786,1291158.4212,11.658062951949,102.542041251416,35.9846,55.8244
KOGD198,KOGD,2020-07-16 00:00:00,2020.5409836,198,-1356671.06830,6098368.04918,1280387.72879,47,886290.0806,1291158.4212,11.658062952383,102.542041270445,35.9834,55.8232
KOGD199,KOGD,2020-07-17 00:00:00,2020.5437158,199,-1356671.06646,6098368.05196,1280387.73191,47,886290.0782,1291158.4238,11.658062975777,102.542041248389,35.9863,55.8261
KOGD202,KOGD,2020-07-20 00:00:00,2020.5519126,202,-1356671.06491,6098368.03288,1280387.72216,47,886290.0809,1291158.4181,11.658062924119,102.542041272522,35.9657,55.8056
KOGD203,KOGD,2020-07-21 00:00:00,2020.5546448,203,-1356671.06621,6098368.04732,1280387.72840,47,886290.0790,1291158.4213,11.658062953084,102.542041255439,35.9811,55.8209
KOGD206,KOGD,2020-07-24 00:00:00,2020.5628415,206,-1356671.06664,6098368.04239,1280387.72488,47,886290.0805,1291158.4188,11.658062930578,102.542041269087,35.9758,55.8156
KOGD207,KOGD,2020-07-25 00:00:00,2020.5655738,207,-1356671.06284,6098368.04939,1280387.72510,47,886290.0753,1291158.4177,11.658062921487,102.542041221129,35.9817,55.8215
KOGD209,KOGD,2020-07-27 00:00:00,2020.5710383,209,-1356671.06348,6098368.03529,1280387.72341,47,886290.0790,1291158.4189,11.658062931436,102.542041254938,35.9680,55.8078
KOGD210,KOGD,2020-07-28 00:00:00,2020.5737705,210,-1356671.06541,6098368.04102,1280387.72228,47,886290.0797,1291158.4166,11.658062910501,102.542041260837,35.9737,55.8135
