id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
BOBR231,BOBR,2020-08-18 00:00:00,2020.6311475,231,-1391662.82381,5971556.56785,1750910.61254,47,940888.5640,1777625.3034,16.038931272917,103.118548985368,151.3230,179.7414
BOBR232,BOBR,2020-08-19 00:00:00,2020.6338798,232,-1391662.82746,5971556.57361,1750910.61600,47,940888.5662,1777625.3050,16.038931286924,103.118549006346,151.3302,179.7485
BOBR233,BOBR,2020-08-20 00:00:00,2020.6366120,233,-1391662.82593,5971556.57168,1750910.61237,47,940888.5652,1777625.3021,16.038931260905,103.118548996525,151.3270,179.7454
BOBR234,BOBR,2020-08-21 00:00:00,2020.6393443,234,-1391662.82663,5971556.57356,1750910.61313,47,940888.5654,1777625.3023,16.038931262533,103.118548998905,151.3292,179.7475
BOBR235,BOBR,2020-08-22 00:00:00,2020.6420765,235,-1391662.82269,5971556.56372,1750910.61028,47,940888.5638,1777625.3024,16.038931263929,103.118548983964,151.3183,179.7366
BOBR236,BOBR,2020-08-23 00:00:00,2020.6448087,236,-1391662.82889,5971556.58083,1750910.61765,47,940888.5659,1777625.3046,16.038931282888,103.118549004094,151.3377,179.7560
BOBR237,BOBR,2020-08-24 00:00:00,2020.6475410,237,-1391662.82517,5971556.56571,1750910.61064,47,940888.5658,1777625.3021,16.038931260811,103.118549002247,151.3208,179.7391
BOBR238,BOBR,2020-08-25 00:00:00,2020.6502732,238,-1391662.82713,5971556.57277,1750910.61581,47,940888.5660,1777625.3051,16.038931287444,103.118549005170,151.3293,179.7476
BOBR239,BOBR,2020-08-26 00:00:00,2020.6530055,239,-1391662.82057,5971556.57102,1750910.61461,47,940888.5600,1777625.3047,16.038931285016,103.118548949149,151.3259,179.7442
BOBR240,BOBR,2020-08-27 00:00:00,2020.6557377,240,-1391662.82364,5971556.57380,1750910.61716,47,940888.5624,1777625.3062,16.038931298660,103.118548971175,151.3299,179.7482
BOBR241,BOBR,2020-08-28 00:00:00,2020.6584699,241,-1391662.82469,5971556.58068,1750910.61845,47,940888.5619,1777625.3056,16.038931292541,103.118548966149,151.3369,179.7552
BOBR242,BOBR,2020-08-29 00:00:00,2020.6612022,242,-1391662.80967,5971556.54780,1750910.60663,47,940888.5547,1777625.3038,16.038931278320,103.118548899185,151.2996,179.7179
BOBR244,BOBR,2020-08-31 00:00:00,2020.6666667,244,-1391662.82347,5971556.56528,1750910.61317,47,940888.5642,1777625.3047,16.038931284826,103.118548987785,151.3207,179.7391
BOBR245,BOBR,2020-09-01 00:00:00,2020.6693989,245,-1391662.82243,5971556.56363,1750910.61208,47,940888.5636,1777625.3042,16.038931279989,103.118548981760,151.3187,179.7370
BOBR246,BOBR,2020-09-02 00:00:00,2020.6721311,246,-1391662.82313,5971556.56186,1750910.61168,47,940888.5646,1777625.3043,16.038931280406,103.118548991879,151.3171,179.7354
BOBR247,BOBR,2020-09-03 00:00:00,2020.6748634,247,-1391662.81936,5971556.54093,1750910.60120,47,940888.5658,1777625.3001,16.038931242438,103.118549002015,151.2938,179.7121
BOBR248,BOBR,2020-09-04 00:00:00,2020.6775956,248,-1391662.82667,5971556.56438,1750910.60910,47,940888.5676,1777625.3009,16.038931249828,103.118549018726,151.3195,179.7378
BOBR249,BOBR,2020-09-05 00:00:00,2020.6803279,249,-1391662.82155,5971556.55884,1750910.61055,47,940888.5638,1777625.3041,16.038931278809,103.118548983888,151.3136,179.7319
BOBR250,BOBR,2020-09-06 00:00:00,2020.6830601,250,-1391662.82439,5971556.57006,1750910.61065,47,940888.5641,1777625.3010,16.038931250763,103.118548985965,151.3247,179.7430
BOBR251,BOBR,2020-09-07 00:00:00,2020.6857923,251,-1391662.82381,5971556.56104,1750910.61106,47,940888.5655,1777625.3039,16.038931276660,103.118548999851,151.3163,179.7346
BOBR252,BOBR,2020-09-08 00:00:00,2020.6885246,252,-1391662.82494,5971556.57593,1750910.61346,47,940888.5633,1777625.3020,16.038931260642,103.118548978554,151.3311,179.7494
BOBR253,BOBR,2020-09-09 00:00:00,2020.6912568,253,-1391662.82372,5971556.56175,1750910.60746,47,940888.5653,1777625.3002,16.038931243662,103.118548997500,151.3159,179.7342
BOBR254,BOBR,2020-09-10 00:00:00,2020.6939891,254,-1391662.82543,5971556.57174,1750910.61170,47,940888.5647,1777625.3015,16.038931255211,103.118548991909,151.3268,179.7451
BOBR255,BOBR,2020-09-11 00:00:00,2020.6967213,255,-1391662.81792,5971556.56208,1750910.60727,47,940888.5596,1777625.3002,16.038931244533,103.118548943994,151.3149,179.7332
BOBR256,BOBR,2020-09-12 00:00:00,2020.6994536,256,-1391662.82483,5971556.57513,1750910.61222,47,940888.5633,1777625.3011,16.038931251865,103.118548979239,151.3300,179.7483
BOBR257,BOBR,2020-09-13 00:00:00,2020.7021858,257,-1391662.82650,5971556.57416,1750910.61672,47,940888.5651,1777625.3056,16.038931292293,103.118548996450,151.3307,179.7490
BOBR258,BOBR,2020-09-14 00:00:00,2020.7049180,258,-1391662.82257,5971556.57040,1750910.61099,47,940888.5622,1777625.3013,16.038931253959,103.118548968684,151.3247,179.7431
BOBR260,BOBR,2020-09-16 00:00:00,2020.7103825,260,-1391662.83013,5971556.57240,1750910.61132,47,940888.5691,1777625.3007,16.038931247707,103.118549033230,151.3283,179.7467
BOBR272,BOBR,2020-09-28 00:00:00,2020.7431694,272,-1391662.82624,5971556.55977,1750910.60877,47,940888.5682,1777625.3019,16.038931258386,103.118549024663,151.3150,179.7333
BOBR275,BOBR,2020-10-01 00:00:00,2020.7513661,275,-1391662.82236,5971556.54340,1750910.60827,47,940888.5681,1777625.3061,16.038931296078,103.118549024020,151.2987,179.7170
BOBR276,BOBR,2020-10-02 00:00:00,2020.7540984,276,-1391662.82674,5971556.56259,1750910.61340,47,940888.5680,1777625.3056,16.038931291512,103.118549023185,151.3190,179.7373
BOBR277,BOBR,2020-10-03 00:00:00,2020.7568306,277,-1391662.82823,5971556.55591,1750910.60866,47,940888.5710,1777625.3028,16.038931265774,103.118549050973,151.3118,179.7301
BOBR280,BOBR,2020-10-06 00:00:00,2020.7650273,280,-1391662.82520,5971556.54972,1750910.60896,47,940888.5694,1777625.3049,16.038931285105,103.118549036436,151.3054,179.7237
BOBR281,BOBR,2020-10-07 00:00:00,2020.7677596,281,-1391662.82632,5971556.55306,1750910.60998,47,940888.5697,1777625.3049,16.038931285220,103.118549039576,151.3090,179.7274
BOBR284,BOBR,2020-10-10 00:00:00,2020.7759563,284,-1391662.82528,5971556.54795,1750910.60668,47,940888.5699,1777625.3032,16.038931269543,103.118549040925,151.3031,179.7214
BOBR285,BOBR,2020-10-11 00:00:00,2020.7786885,285,-1391662.83011,5971556.56743,1750910.61245,47,940888.5702,1777625.3032,16.038931269543,103.118549043581,151.3240,179.7423
BOBR287,BOBR,2020-10-13 00:00:00,2020.7841530,287,-1391662.82851,5971556.55876,1750910.60784,47,940888.5707,1777625.3012,16.038931251516,103.118549047452,151.3143,179.7326
BOBR288,BOBR,2020-10-14 00:00:00,2020.7868852,288,-1391662.83353,5971556.56337,1750910.61331,47,940888.5744,1777625.3050,16.038931284944,103.118549083373,151.3212,179.7395
BOBR289,BOBR,2020-10-15 00:00:00,2020.7896175,289,-1391662.82601,5971556.56223,1750910.60785,47,940888.5674,1777625.3004,16.038931244636,103.118549017307,151.3170,179.7353
BOBR291,BOBR,2020-10-17 00:00:00,2020.7950820,291,-1391662.83110,5971556.55083,1750910.60911,47,940888.5749,1777625.3045,16.038931280372,103.118549087830,151.3078,179.7261
BOBR295,BOBR,2020-10-21 00:00:00,2020.8060109,295,-1391662.82623,5971556.53906,1750910.60545,47,940888.5729,1777625.3044,16.038931279961,103.118549068467,151.2947,179.7130
BOBR296,BOBR,2020-10-22 00:00:00,2020.8087432,296,-1391662.83063,5971556.55954,1750910.61166,47,940888.5725,1777625.3045,16.038931281593,103.118549065050,151.3165,179.7348
BOBR297,BOBR,2020-10-23 00:00:00,2020.8114754,297,-1391662.82927,5971556.54671,1750910.61013,47,940888.5740,1777625.3067,16.038931300311,103.118549079938,151.3038,179.7221
BOBR298,BOBR,2020-10-24 00:00:00,2020.8142077,298,-1391662.83364,5971556.56452,1750910.61274,47,940888.5743,1777625.3041,16.038931277130,103.118549081942,151.3221,179.7405
BOBR299,BOBR,2020-10-25 00:00:00,2020.8169399,299,-1391662.83364,5971556.56962,1750910.61345,47,940888.5732,1777625.3034,16.038931270927,103.118549071096,151.3271,179.7454
BOBR301,BOBR,2020-10-27 00:00:00,2020.8224044,301,-1391662.83041,5971556.55434,1750910.60997,47,940888.5735,1777625.3044,16.038931279689,103.118549074130,151.3111,179.7295
BOBR302,BOBR,2020-10-28 00:00:00,2020.8251366,302,-1391662.83672,5971556.56651,1750910.61528,47,940888.5768,1777625.3059,16.038931292654,103.118549105722,151.3254,179.7437
BOBR304,BOBR,2020-10-30 00:00:00,2020.8306011,304,-1391662.82917,5971556.54841,1750910.60671,47,940888.5736,1777625.3029,16.038931266515,103.118549075404,151.3044,179.7227
BOBR305,BOBR,2020-10-31 00:00:00,2020.8333333,305,-1391662.83026,5971556.56343,1750910.61276,47,940888.5712,1777625.3046,16.038931281887,103.118549053420,151.3204,179.7387
BOBR308,BOBR,2020-11-03 00:00:00,2020.8415301,308,-1391662.83099,5971556.55709,1750910.61294,47,940888.5734,1777625.3064,16.038931298483,103.118549073516,151.3147,179.7330
BOBR309,BOBR,2020-11-04 00:00:00,2020.8442623,309,-1391662.83444,5971556.55284,1750910.61453,47,940888.5776,1777625.3090,16.038931320693,103.118549113990,151.3119,179.7302
BOBR310,BOBR,2020-11-05 00:00:00,2020.8469945,310,-1391662.83481,5971556.55918,1750910.61410,47,940888.5766,1777625.3068,16.038931301305,103.118549103856,151.3178,179.7361
BOBR311,BOBR,2020-11-06 00:00:00,2020.8497268,311,-1391662.82948,5971556.54823,1750910.60949,47,940888.5739,1777625.3056,16.038931290927,103.118549078589,151.3051,179.7234
BOBR312,BOBR,2020-11-07 00:00:00,2020.8524590,312,-1391662.83457,5971556.55951,1750910.61385,47,940888.5763,1777625.3065,16.038931298432,103.118549101022,151.3180,179.7363
BOBR313,BOBR,2020-11-08 00:00:00,2020.8551913,313,-1391662.83309,5971556.55331,1750910.60972,47,940888.5763,1777625.3043,16.038931278545,103.118549100615,151.3107,179.7290
BOBR314,BOBR,2020-11-09 00:00:00,2020.8579235,314,-1391662.83754,5971556.56102,1750910.61415,47,940888.5789,1777625.3062,16.038931295710,103.118549124781,151.3201,179.7384
BOBR317,BOBR,2020-11-12 00:00:00,2020.8661202,317,-1391662.83682,5971556.55464,1750910.60918,47,940888.5797,1777625.3032,16.038931268467,103.118549131755,151.3126,179.7309
BOBR318,BOBR,2020-11-13 00:00:00,2020.8688525,318,-1391662.83084,5971556.54823,1750910.60724,47,940888.5753,1777625.3034,16.038931270570,103.118549090924,151.3048,179.7231
BOBR319,BOBR,2020-11-14 00:00:00,2020.8715847,319,-1391662.83026,5971556.55478,1750910.60972,47,940888.5732,1777625.3040,16.038931276520,103.118549071808,151.3115,179.7298
