id,sta,ymd,ydec,doy,x,y,z,zone,utm_e,utm_n,lat,lon,ell_h,msl_h
THAI171,THAI,2020-06-19 00:00:00,2020.4672131,171,-1150486.09414,6080853.91148,1537596.42853,47,685044.8434,1553154.1393,14.043005729703,100.713616729272,-7.2680,22.9898
THAI172,THAI,2020-06-20 00:00:00,2020.4699454,172,-1150486.09412,6080853.90750,1537596.42557,47,685044.8441,1553154.1374,14.043005712353,100.713616735876,-7.2725,22.9853
THAI173,THAI,2020-06-21 00:00:00,2020.4726776,173,-1150486.09799,6080853.91510,1537596.42528,47,685044.8465,1553154.1352,14.043005691837,100.713616758050,-7.2647,22.9932
THAI175,THAI,2020-06-23 00:00:00,2020.4781421,175,-1150486.09205,6080853.89892,1537596.42548,47,685044.8436,1553154.1395,14.043005730926,100.713616731816,-7.2811,22.9768
THAI176,THAI,2020-06-24 00:00:00,2020.4808743,176,-1150486.09183,6080853.90425,1537596.42720,47,685044.8424,1553154.1399,14.043005734600,100.713616720624,-7.2757,22.9822
THAI177,THAI,2020-06-25 00:00:00,2020.4836066,177,-1150486.09274,6080853.91110,1537596.42114,47,685044.8421,1553154.1323,14.043005666280,100.713616717108,-7.2704,22.9874
THAI178,THAI,2020-06-26 00:00:00,2020.4863388,178,-1150486.09539,6080853.90625,1537596.42414,47,685044.8456,1553154.1363,14.043005702017,100.713616749609,-7.2739,22.9840
THAI179,THAI,2020-06-27 00:00:00,2020.4890710,179,-1150486.09646,6080853.90469,1537596.42429,47,685044.8469,1553154.1368,14.043005706236,100.713616761999,-7.2751,22.9828
THAI181,THAI,2020-06-29 00:00:00,2020.4945355,181,-1150486.09220,6080853.90813,1537596.42259,47,685044.8421,1553154.1344,14.043005685648,100.713616717324,-7.2730,22.9849
THAI183,THAI,2020-07-01 00:00:00,2020.5000000,183,-1150486.09497,6080853.90851,1537596.42683,47,685044.8447,1553154.1384,14.043005720921,100.713616741898,-7.2711,22.9867
THAI187,THAI,2020-07-05 00:00:00,2020.5109290,187,-1150486.09587,6080853.91872,1537596.43050,47,685044.8437,1553154.1394,14.043005730714,100.713616732532,-7.2603,22.9975
THAI188,THAI,2020-07-06 00:00:00,2020.5136612,188,-1150486.09411,6080853.90509,1537596.42430,47,685044.8445,1553154.1368,14.043005706419,100.713616739944,-7.2752,22.9827
THAI189,THAI,2020-07-07 00:00:00,2020.5163934,189,-1150486.09626,6080853.91251,1537596.42710,47,685044.8453,1553154.1376,14.043005714098,100.713616746756,-7.2670,22.9909
THAI190,THAI,2020-07-08 00:00:00,2020.5191257,190,-1150486.10251,6080853.92333,1537596.42844,47,685044.8494,1553154.1361,14.043005699948,100.713616784964,-7.2552,23.0026
THAI191,THAI,2020-07-09 00:00:00,2020.5218579,191,-1150486.09278,6080853.90276,1537596.42101,47,685044.8437,1553154.1342,14.043005683121,100.713616731902,-7.2784,22.9795
THAI192,THAI,2020-07-10 00:00:00,2020.5245902,192,-1150486.09670,6080853.90348,1537596.42229,47,685044.8474,1553154.1351,14.043005691250,100.713616766296,-7.2767,22.9812
THAI193,THAI,2020-07-11 00:00:00,2020.5273224,193,-1150486.09669,6080853.90423,1537596.42168,47,685044.8473,1553154.1343,14.043005684213,100.713616764871,-7.2762,22.9817
